公开时间,类别,省份,城市,新增确诊病例,新增治愈出院数,新增死亡数
1月16日,省级,安徽,,,,
1月16日,省级,澳门,,,,
1月16日,省级,北京,,,,
1月16日,省级,福建,,,,
1月16日,省级,甘肃,,,,
1月16日,省级,广东,,,,
1月16日,省级,广西,,,,
1月16日,省级,贵州,,,,
1月16日,省级,海南,,,,
1月16日,省级,河北,,,,
1月16日,省级,河南,,,,
1月16日,省级,黑龙江,,,,
1月16日,省级,湖北,,4,,
1月16日,省级,湖南,,,,
1月16日,省级,吉林,,,,
1月16日,省级,江苏,,,,
1月16日,省级,江西,,,,
1月16日,省级,辽宁,,,,
1月16日,省级,内蒙古,,,,
1月16日,省级,宁夏,,,,
1月16日,省级,青海,,,,
1月16日,省级,山东,,,,
1月16日,省级,山西,,,,
1月16日,省级,陕西,,,,
1月16日,省级,上海,,,,
1月16日,省级,四川,,,,
1月16日,省级,台湾,,,,
1月16日,省级,西藏,,,,
1月16日,省级,香港,,,,
1月16日,省级,新疆,,,,
1月16日,省级,云南,,,,
1月16日,省级,浙江,,,,
1月16日,国家级,,,4,,
1月16日,省级,天津,,,,
1月16日,省级,重庆,,,,
1月17日,国外,日本,NA,1,1,
1月17日,地区级,湖北,武汉,17,4,
1月17日,省级,安徽,,,,
1月17日,省级,澳门,,,,
1月17日,省级,北京,,,,
1月17日,省级,福建,,,,
1月17日,省级,甘肃,,,,
1月17日,省级,广东,,,,
1月17日,省级,广西,,,,
1月17日,省级,贵州,,,,
1月17日,省级,海南,,,,
1月17日,省级,河北,,,,
1月17日,省级,河南,,,,
1月17日,省级,黑龙江,,,,
1月17日,省级,湖北,,17,,
1月17日,省级,湖南,,,,
1月17日,省级,吉林,,,,
1月17日,省级,江苏,,,,
1月17日,省级,江西,,,,
1月17日,省级,辽宁,,,,
1月17日,省级,内蒙古,,,,
1月17日,省级,宁夏,,,,
1月17日,省级,青海,,,,
1月17日,省级,山东,,,,
1月17日,省级,山西,,,,
1月17日,省级,陕西,,,,
1月17日,省级,上海,,,,
1月17日,省级,四川,,,,
1月17日,省级,台湾,,,,
1月17日,省级,西藏,,,,
1月17日,省级,香港,,,,
1月17日,省级,新疆,,,,
1月17日,省级,云南,,,,
1月17日,省级,浙江,,,,
1月17日,国家级,,,17,,
1月17日,省级,天津,,,,
1月17日,省级,重庆,,,,
1月18日,地区级,湖北,武汉,59,5,1
1月18日,省级,安徽,,,,
1月18日,省级,澳门,,,,
1月18日,省级,北京,,,,
1月18日,省级,福建,,,,
1月18日,省级,甘肃,,,,
1月18日,省级,广东,,,,
1月18日,省级,广西,,,,
1月18日,省级,贵州,,,,
1月18日,省级,海南,,,,
1月18日,省级,河北,,,,
1月18日,省级,河南,,,,
1月18日,省级,黑龙江,,,,
1月18日,省级,湖北,,59,,
1月18日,省级,湖南,,,,
1月18日,省级,吉林,,,,
1月18日,省级,江苏,,,,
1月18日,省级,江西,,,,
1月18日,省级,辽宁,,,,
1月18日,省级,内蒙古,,,,
1月18日,省级,宁夏,,,,
1月18日,省级,青海,,,,
1月18日,省级,山东,,,,
1月18日,省级,山西,,,,
1月18日,省级,陕西,,,,
1月18日,省级,上海,,,,
1月18日,省级,四川,,,,
1月18日,省级,台湾,,,,
1月18日,省级,西藏,,,,
1月18日,省级,香港,,,,
1月18日,省级,新疆,,,,
1月18日,省级,云南,,,,
1月18日,省级,浙江,,,,
1月18日,国家级,,,59,,
1月18日,省级,天津,,,,
1月18日,省级,重庆,,,,
1月19日,地区级,北京,昌平,2,,
1月19日,地区级,四川,成都,,,
1月19日,地区级,北京,大兴,2,,
1月19日,地区级,上海,地区待确认,1,,
1月19日,地区级,广东,惠州,1,,
1月19日,地区级,广东,深圳,8,,
1月19日,地区级,广东,深圳,1,,
1月19日,地区级,北京,外地来京,1,,
1月19日,地区级,湖北,武汉,77,1,1
1月19日,地区级,广东,湛江,1,,
1月19日,地区级,广东,珠海,3,,
1月19日,省级,安徽,,,,
1月19日,省级,澳门,,,,
1月19日,省级,北京,,2,,
1月19日,省级,福建,,,,
1月19日,省级,甘肃,,,,
1月19日,省级,广东,,1,,
1月19日,省级,广西,,,,
1月19日,省级,贵州,,,,
1月19日,省级,海南,,,,
1月19日,省级,河北,,,,
1月19日,省级,河南,,,,
1月19日,省级,黑龙江,,,,
1月19日,省级,湖北,,77,,
1月19日,省级,湖南,,,,
1月19日,省级,吉林,,,,
1月19日,省级,江苏,,,,
1月19日,省级,江西,,,,
1月19日,省级,辽宁,,,,
1月19日,省级,内蒙古,,,,
1月19日,省级,宁夏,,,,
1月19日,省级,青海,,,,
1月19日,省级,山东,,,,
1月19日,省级,山西,,,,
1月19日,省级,陕西,,,,
1月19日,省级,上海,,,,
1月19日,省级,四川,,,,
1月19日,省级,台湾,,,,
1月19日,省级,西藏,,,,
1月19日,省级,香港,,,,
1月19日,省级,新疆,,,,
1月19日,省级,云南,,,,
1月19日,省级,浙江,,,,
1月19日,国家级,,,80,,
1月19日,省级,天津,,,,
1月19日,省级,重庆,,,,
1月20日,国外,韩国,NA,1,,
1月20日,国外,泰国,NA,2,,
1月20日,地区级,四川,成都,1,,
1月20日,地区级,上海,地区待确认,4,,
1月20日,地区级,上海,地区待确认,1,,
1月20日,地区级,北京,丰台,1,,
1月20日,地区级,北京,海淀,1,,
1月20日,地区级,北京,海淀,1,,
1月20日,地区级,浙江,杭州,1,,
1月20日,地区级,湖北,黄冈,12,,
1月20日,地区级,云南,昆明,1,,
1月20日,地区级,黑龙江,牡丹江,,,
1月20日,地区级,山东,青岛,1,,
1月20日,地区级,广东,深圳,1,,
1月20日,地区级,台湾,台湾,1,,
1月20日,地区级,浙江,台州,1,,
1月20日,地区级,北京,通州,1,,
1月20日,地区级,浙江,温州,2,,
1月20日,地区级,湖北,武汉,60,,2
1月20日,地区级,北京,西城,1,,
1月20日,地区级,香港,香港,,,
1月20日,地区级,广东,湛江,1,,
1月20日,地区级,河南,郑州,1,,
1月20日,地区级,浙江,舟山,1,,
1月20日,地区级,广东,珠海,1,,
1月20日,省级,安徽,,,,
1月20日,省级,澳门,,,,
1月20日,省级,北京,,3,,
1月20日,省级,福建,,,,
1月20日,省级,甘肃,,,,
1月20日,省级,广东,,13,,
1月20日,省级,广西,,,,
1月20日,省级,贵州,,,,
1月20日,省级,海南,,,,
1月20日,省级,河北,,,,
1月20日,省级,河南,,,,
1月20日,省级,黑龙江,,,,
1月20日,省级,湖北,,72,,
1月20日,省级,湖南,,,,
1月20日,省级,吉林,,,,
1月20日,省级,江苏,,,,
1月20日,省级,江西,,,,
1月20日,省级,辽宁,,,,
1月20日,省级,内蒙古,,,,
1月20日,省级,宁夏,,,,
1月20日,省级,青海,,,,
1月20日,省级,山东,,,,
1月20日,省级,山西,,,,
1月20日,省级,陕西,,,,
1月20日,省级,上海,,2,,
1月20日,省级,四川,,,,
1月20日,省级,台湾,,,,
1月20日,省级,西藏,,,,
1月20日,省级,香港,,,,
1月20日,省级,新疆,,,,
1月20日,省级,云南,,,,
1月20日,省级,浙江,,,,
1月20日,国家级,,,90,,
1月20日,地区级,天津,地区待确认,2,,
1月20日,地区级,重庆,万州区,2,,
1月20日,地区级,重庆,巫山县,2,,
1月20日,地区级,重庆,长寿区,1,,
1月20日,省级,天津,,,,
1月20日,省级,重庆,,,,
1月21日,国外,美国,NA,1,,
1月21日,国外,泰国,NA,1,,
1月21日,国外,泰国,NA,,1,
1月21日,国外,泰国,NA,,1,
1月21日,国外,泰国,NA,1,,
1月21日,地区级,澳门,澳门,1,,
1月21日,地区级,广西,北海,1,,
1月21日,地区级,北京,朝阳,1,,
1月21日,地区级,四川,成都,1,,
1月21日,地区级,辽宁,大连,1,,
1月21日,地区级,上海,地区待确认,3,,
1月21日,地区级,广东,佛山,1,,
1月21日,地区级,福建,福州,1,,
1月21日,地区级,江西,抚州,1,,
1月21日,地区级,四川,广安,1,,
1月21日,地区级,广东,广州,2,,
1月21日,地区级,贵州,贵阳,1,,
1月21日,地区级,海南,海口,2,,
1月21日,地区级,安徽,合肥,1,,
1月21日,地区级,安徽,合肥,,,
1月21日,地区级,湖南,怀化,3,,
1月21日,地区级,湖北,荆门,,,
1月21日,地区级,海南,临高县,1,,
1月21日,地区级,河南,洛阳,1,,
1月21日,地区级,四川,绵阳,2,,
1月21日,地区级,浙江,宁波,3,,
1月21日,地区级,江西,萍乡,1,,
1月21日,地区级,河南,三门峡,1,,
1月21日,地区级,海南,三亚,1,,
1月21日,地区级,广东,韶关,2,,
1月21日,地区级,广东,深圳,4,,
1月21日,地区级,辽宁,沈阳,1,,
1月21日,地区级,河北,石家庄,1,,
1月21日,地区级,北京,石景山,1,,
1月21日,地区级,山西,太原,1,,
1月21日,地区级,北京,外地来京,1,,
1月21日,地区级,山东,威海,1,,
1月21日,地区级,浙江,温州,2,,
1月21日,地区级,广西,梧州,1,,
1月21日,地区级,广西,梧州,,,
1月21日,地区级,湖北,武汉,105,,
1月21日,地区级,湖北,武汉,,3,3
1月21日,地区级,北京,西城,1,,
1月21日,地区级,江苏,扬州,,,
1月21日,地区级,宁夏,银川,1,,
1月21日,地区级,湖南,长沙,1,,
1月21日,地区级,河南,郑州,2,,
1月21日,省级,安徽,,,,
1月21日,省级,澳门,,,,
1月21日,省级,北京,,5,,
1月21日,省级,福建,,,,
1月21日,省级,甘肃,,,,
1月21日,省级,广东,,12,,
1月21日,省级,广西,,,,
1月21日,省级,贵州,,,,
1月21日,省级,海南,,,,
1月21日,省级,河北,,,,
1月21日,省级,河南,,1,,
1月21日,省级,黑龙江,,,,
1月21日,省级,湖北,,105,,
1月21日,省级,湖南,,1,,
1月21日,省级,吉林,,,,
1月21日,省级,江苏,,2,,
1月21日,省级,江西,,2,,
1月21日,省级,辽宁,,,,
1月21日,省级,内蒙古,,,,
1月21日,省级,宁夏,,,,
1月21日,省级,青海,,,,
1月21日,省级,山东,,1,,
1月21日,省级,山西,,,,
1月21日,省级,陕西,,,,
1月21日,省级,上海,,7,,
1月21日,省级,四川,,2,,
1月21日,省级,台湾,,,,
1月21日,地区级,天津,地区待确认,2,,
1月21日,省级,西藏,,,,
1月21日,省级,香港,,,,
1月21日,省级,新疆,,,,
1月21日,省级,云南,,1,,
1月21日,省级,浙江,,5,,
1月21日,国家级,,,149,,
1月21日,地区级,重庆,垫江县,1,,
1月21日,省级,重庆,,5,,
1月21日,省级,天津,,,,
1月22日,国外,新加坡,NA,1,,
1月22日,国外,越南,NA,2,,
1月22日,地区级,澳门,澳门,1,,
1月22日,地区级,甘肃,白银,1,,
1月22日,地区级,广西,北海,2,,
1月22日,地区级,安徽,亳州,1,,
1月22日,地区级,北京,朝阳,1,,
1月22日,地区级,湖南,郴州,1,,
1月22日,地区级,四川,成都,2,,
1月22日,地区级,安徽,滁州,1,,
1月22日,地区级,四川,达州,1,,
1月22日,地区级,上海,地区待确认,7,,
1月22日,地区级,福建,福州,1,,
1月22日,地区级,安徽,阜阳,1,,
1月22日,地区级,广东,广州,3,,
1月22日,地区级,黑龙江,哈尔滨,1,,
1月22日,地区级,北京,海淀,1,,
1月22日,地区级,浙江,杭州,5,,
1月22日,地区级,安徽,合肥,4,,
1月22日,地区级,内蒙古,呼伦贝尔,,,
1月22日,地区级,浙江,金华,1,,
1月22日,地区级,湖北,荆门,1,,
1月22日,地区级,湖北,荆州,6,,
1月22日,地区级,甘肃,兰州,1,,
1月22日,地区级,甘肃,兰州,,,
1月22日,地区级,江苏,连云港,1,,
1月22日,地区级,山东,临沂,2,,
1月22日,地区级,广西,柳州,1,,
1月22日,地区级,安徽,六安,1,,
1月22日,地区级,黑龙江,牡丹江,1,,
1月22日,地区级,江西,南昌,1,,
1月22日,地区级,江苏,南京,2,,
1月22日,地区级,浙江,宁波,2,,
1月22日,地区级,福建,宁德,1,,
1月22日,地区级,贵州,黔南州,1,,
1月22日,地区级,山东,青岛,2,,
1月22日,地区级,浙江,衢州,1,,
1月22日,地区级,福建,泉州,1,,
1月22日,地区级,福建,厦门,,,
1月22日,地区级,福建,厦门,1,,
1月22日,地区级,浙江,绍兴,1,,
1月22日,地区级,广东,深圳,,2,
1月22日,地区级,广东,深圳,1,,
1月22日,地区级,辽宁,沈阳,1,,
1月22日,地区级,江苏,苏州,1,,
1月22日,地区级,浙江,台州,5,,
1月22日,地区级,北京,通州,1,,
1月22日,地区级,贵州,铜仁,1,,
1月22日,地区级,北京,外地来京,4,,
1月22日,地区级,浙江,温州,,1,
1月22日,地区级,浙江,温州,2,,
1月22日,地区级,新疆,乌鲁木齐,2,,
1月22日,地区级,湖北,武汉,62,,8
1月22日,地区级,陕西,西安,2,,
1月22日,地区级,北京,西城,1,,
1月22日,地区级,陕西,咸阳,1,,
1月22日,地区级,香港,香港,2,,
1月22日,地区级,江苏,扬州,1,,
1月22日,地区级,湖南,永州,1,,
1月22日,地区级,吉林,长春,1,,
1月22日,地区级,湖南,长沙,3,,
1月22日,地区级,广东,肇庆,1,,
1月22日,地区级,广东,中山,1,,
1月22日,省级,安徽,,5,,
1月22日,省级,澳门,,1,,
1月22日,省级,北京,,4,,
1月22日,省级,福建,,5,,
1月22日,省级,甘肃,,,,
1月22日,省级,广东,,6,,
1月22日,省级,广西,,5,,
1月22日,省级,贵州,,3,,
1月22日,省级,海南,,5,,
1月22日,省级,河北,,1,,
1月22日,省级,河南,,4,,
1月22日,省级,黑龙江,,1,,
1月22日,省级,湖北,,69,,
1月22日,省级,湖南,,8,,
1月22日,省级,吉林,,1,,
1月22日,省级,江苏,,3,,
1月22日,省级,江西,,1,,
1月22日,省级,辽宁,,2,,
1月22日,省级,内蒙古,,,,
1月22日,省级,宁夏,,1,,
1月22日,省级,青海,,,,
1月22日,省级,山东,,5,,
1月22日,省级,山西,,1,,
1月22日,省级,陕西,,3,,
1月22日,省级,上海,,7,,
1月22日,省级,四川,,5,,
1月22日,省级,台湾,,1,,
1月22日,省级,西藏,,,,
1月22日,省级,香港,,1,,
1月22日,省级,新疆,,,,
1月22日,省级,云南,,,,
1月22日,省级,浙江,,21,,
1月22日,国家级,,,134,,
1月22日,地区级,重庆,涪陵区,1,,
1月22日,地区级,重庆,永川区,2,,
1月22日,省级,重庆,,4,,
1月22日,省级,天津,,4,,
1月23日,地区级,重庆,大渡口区,1,,
1月23日,地区级,天津,地区待确认,1,,
1月23日,国外,韩国,NA,1,,
1月23日,国外,美国,NA,1,,
1月23日,国外,尼泊尔,NA,1,,
1月23日,国外,日本,NA,,1,
1月23日,国外,日本,NA,1,,
1月23日,国外,泰国,NA,1,,
1月23日,国外,新加坡,NA,2,,
1月23日,地区级,陕西,安康,1,,
1月23日,地区级,安徽,安庆,1,,
1月23日,地区级,广西,百色,1,,
1月23日,地区级,安徽,蚌埠,1,,
1月23日,地区级,广西,北海,3,,
1月23日,地区级,河北,沧州,1,,1
1月23日,地区级,北京,昌平,1,,
1月23日,地区级,北京,朝阳,2,,
1月23日,地区级,北京,朝阳,1,,
1月23日,地区级,辽宁,朝阳市,1,,
1月23日,地区级,四川,成都,3,,
1月23日,地区级,安徽,池州,1,,
1月23日,地区级,黑龙江,大庆,1,,
1月23日,地区级,北京,大兴,,1,
1月23日,地区级,四川,德阳,1,,
1月23日,地区级,上海,地区待确认,4,,
1月23日,地区级,天津,地区待确认,1,,
1月23日,地区级,天津,地区待确认,1,,
1月23日,地区级,天津,地区待确认,1,,
1月23日,地区级,广西,防城港,2,,
1月23日,地区级,北京,丰台,1,,
1月23日,地区级,广东,佛山,5,,
1月23日,地区级,福建,福州,1,,
1月23日,地区级,福建,福州,2,,
1月23日,地区级,江西,抚州,3,,
1月23日,地区级,安徽,阜阳,1,,
1月23日,地区级,江西,赣州,2,,
1月23日,地区级,四川,广安,1,,
1月23日,地区级,广东,广州,2,,
1月23日,地区级,广西,桂林,4,,
1月23日,地区级,广西,桂林,2,,
1月23日,地区级,北京,海淀,2,,
1月23日,地区级,北京,海淀,1,,
1月23日,地区级,海南,海口,2,,
1月23日,地区级,安徽,合肥,1,,
1月23日,地区级,广西,河池,2,,
1月23日,地区级,广西,河池,1,,
1月23日,地区级,内蒙古,呼伦贝尔,1,,
1月23日,地区级,广东,惠州,4,,
1月23日,地区级,江西,吉安,1,,
1月23日,地区级,吉林,吉林,1,,
1月23日,地区级,山东,济南,2,,
1月23日,地区级,山东,济宁,1,,
1月23日,地区级,浙江,嘉兴,3,,
1月23日,地区级,湖北,荆门,7,,
1月23日,地区级,湖北,荆州,2,,
1月23日,地区级,江西,景德镇,1,,
1月23日,地区级,江西,九江,1,,
1月23日,地区级,江西,九江,1,,
1月23日,地区级,云南,昆明,1,,
1月23日,地区级,云南,昆明,1,,
1月23日,地区级,云南,丽江,1,,
1月23日,地区级,广西,柳州,1,,
1月23日,地区级,广西,柳州,1,,
1月23日,地区级,安徽,六安,1,,
1月23日,地区级,湖南,娄底,3,,
1月23日,地区级,江西,南昌,1,,
1月23日,地区级,江西,南昌,1,,
1月23日,地区级,江苏,南京,1,,
1月23日,地区级,江苏,南通,1,,
1月23日,地区级,山东,青岛,1,,
1月23日,地区级,广东,清远,1,,
1月23日,地区级,浙江,衢州,1,,
1月23日,地区级,山东,日照,1,,
1月23日,地区级,海南,三亚,1,,
1月23日,地区级,福建,厦门,2,,
1月23日,地区级,江西,上饶,2,,
1月23日,地区级,广东,韶关,1,,
1月23日,地区级,湖北,十堰,1,,
1月23日,地区级,北京,顺义,1,,
1月23日,地区级,吉林,松原,1,,
1月23日,地区级,江苏,苏州,1,,
1月23日,地区级,黑龙江,绥化,1,,1
1月23日,地区级,四川,遂宁,1,,
1月23日,地区级,台湾,台湾,2,,
1月23日,地区级,浙江,台州,12,,
1月23日,地区级,贵州,铜仁,1,,
1月23日,地区级,上海,外地来沪,,1,
1月23日,地区级,北京,外地来京,1,,
1月23日,地区级,北京,外地来京,2,,
1月23日,地区级,北京,外地来京,1,,
1月23日,地区级,海南,万宁,1,,
1月23日,地区级,山东,威海,1,,
1月23日,地区级,山东,潍坊,1,,
1月23日,地区级,江苏,无锡,1,,
1月23日,地区级,湖北,武汉,,3,
1月23日,地区级,湖北,武汉,70,,6
1月23日,地区级,北京,西城,1,,
1月23日,地区级,云南,西双版纳州,1,,
1月23日,地区级,湖北,仙桃,2,,
1月23日,地区级,香港,香港,3,,
1月23日,地区级,湖南,湘潭,1,,
1月23日,地区级,湖北,孝感,22,,
1月23日,地区级,江西,新余,1,,
1月23日,地区级,河南,信阳,1,,
1月23日,地区级,重庆,垫江县,1,,
1月23日,地区级,四川,雅安,1,,
1月23日,地区级,山东,烟台,2,,
1月23日,地区级,陕西,延安,1,,
1月23日,地区级,广东,阳江,3,,
1月23日,地区级,湖北,宜昌,1,,1
1月23日,地区级,江西,宜春,1,,
1月23日,地区级,湖南,永州,3,,
1月23日,地区级,广西,玉林,1,,
1月23日,地区级,湖南,岳阳,3,,
1月23日,地区级,湖南,长沙,4,,
1月23日,地区级,河南,郑州,1,,
1月23日,地区级,河南,郑州,1,,
1月23日,地区级,广东,中山,1,,
1月23日,地区级,宁夏,中卫,1,,
1月23日,地区级,河南,周口,1,,
1月23日,地区级,广东,珠海,4,,
1月23日,地区级,湖南,株洲,1,,
1月23日,省级,安徽,,10,,
1月23日,省级,澳门,,1,,
1月23日,省级,北京,,8,,
1月23日,省级,福建,,5,,
1月23日,省级,甘肃,,2,,
1月23日,省级,广东,,21,,
1月23日,省级,广西,,8,,
1月23日,省级,贵州,,,,
1月23日,省级,海南,,3,,
1月23日,省级,河北,,1,,
1月23日,省级,河南,,4,,
1月23日,省级,黑龙江,,3,,
1月23日,省级,湖北,,105,,
1月23日,省级,湖南,,15,,
1月23日,省级,吉林,,2,,
1月23日,省级,江苏,,4,,
1月23日,省级,江西,,4,,
1月23日,省级,辽宁,,2,,
1月23日,省级,内蒙古,,1,,
1月23日,省级,宁夏,,1,,
1月23日,省级,青海,,,,
1月23日,省级,山东,,3,,
1月23日,省级,山西,,,,
1月23日,省级,陕西,,2,,
1月23日,省级,上海,,4,,
1月23日,省级,四川,,8,,
1月23日,省级,台湾,,,,
1月23日,省级,西藏,,,,
1月23日,省级,香港,,1,,
1月23日,省级,新疆,,2,,
1月23日,省级,云南,,4,,
1月23日,省级,浙江,,17,,
1月23日,国家级,,,261,,
1月23日,地区级,重庆,奉节县,1,,
1月23日,地区级,重庆,九龙坡区,2,,
1月23日,地区级,重庆,开州区,2,,
1月23日,地区级,重庆,两江新区,1,,
1月23日,地区级,重庆,万州区,1,,
1月23日,地区级,重庆,巫山县,1,,
1月23日,地区级,重庆,巫溪县,1,,
1月23日,地区级,重庆,秀山县,1,,
1月23日,地区级,重庆,渝北区,2,,
1月23日,地区级,重庆,云阳县,1,,
1月23日,地区级,重庆,长寿区,2,,
1月23日,地区级,重庆,忠县,1,,
1月23日,省级,重庆,,18,,
1月23日,省级,天津,,1,,
